timestamp,cpu,memory,disk,net_sent,net_recv
2025-09-23T21:34:31.474224,5.2,25.5,26.4,2691,689
2025-09-23T21:34:32.581869,7.1,25.5,26.4,214,281
2025-09-23T21:34:33.689466,3.6,25.5,26.4,142,135
2025-09-23T21:34:34.797593,4.7,25.5,26.4,0,0
2025-09-23T21:34:35.904578,5.0,25.5,26.4,6768,7791
2025-09-23T21:34:37.011937,3.9,25.5,26.4,339,334
2025-09-23T21:34:38.118640,2.8,25.5,26.4,359,349
2025-09-23T21:34:39.226783,3.0,25.5,26.4,397,381
2025-09-23T21:34:40.334558,3.8,25.5,26.4,213,203
2025-09-23T21:34:41.442031,3.2,25.5,26.4,0,0
2025-09-23T21:34:42.550050,2.3,25.5,26.4,71,68
2025-09-23T21:34:43.656405,3.2,25.5,26.4,71,67
2025-09-23T21:34:44.765217,4.7,25.5,26.4,0,0
2025-09-23T21:39:49.817520,11.8,26.5,26.4,0,0,0.0,56.0
2025-09-23T21:39:50.987130,3.0,26.5,26.4,7684,1896,0.0,56.0
2025-09-23T21:39:52.124928,4.8,26.5,26.4,0,42,0.0,56.0
2025-09-23T21:39:53.262806,5.2,26.4,26.4,6742,967,5.0,55.0
2025-09-23T21:39:54.400224,2.4,26.4,26.4,71,394,0.0,55.0
2025-09-23T21:39:55.537371,4.2,26.4,26.4,146,423,3.0,55.0
2025-09-23T21:39:56.683307,3.1,26.4,26.4,355,377,1.0,55.0
2025-09-23T21:39:57.819717,5.0,26.4,26.4,341,334,13.0,56.0
2025-09-23T21:39:58.966690,4.6,25.9,26.4,142,134,0.0,56.0
2025-09-23T21:40:00.113695,2.9,25.9,26.4,7400,1434,6.0,56.0
2025-09-23T21:40:01.257352,2.9,25.9,26.4,0,0,8.0,56.0
2025-09-23T21:40:02.397748,4.9,25.9,26.4,4132,5067,3.0,56.0
2025-09-23T21:40:03.537821,3.1,25.9,26.4,71,67,3.0,55.0
2025-09-23T21:40:04.680926,5.2,25.9,26.4,15892,74190,0.0,55.0
2025-09-23T21:40:05.816748,5.9,25.9,26.4,430,537,0.0,55.0
2025-09-23T21:40:06.961082,7.4,25.9,26.4,213,201,0.0,55.0
2025-09-23T21:40:08.098996,3.7,25.9,26.4,10076,10904,3.0,55.0
2025-09-23T21:40:09.231350,2.8,25.9,26.4,296,1604,3.0,55.0
2025-09-23T21:40:10.371181,6.1,25.9,26.4,7603,1418,7.000000000000001,55.0
2025-09-23T21:40:11.515983,3.2,25.9,26.4,0,0,11.0,55.0
2025-09-23T21:40:12.661581,5.1,25.9,26.4,142,135,3.0,55.0
2025-09-23T21:40:13.801395,3.7,25.9,26.4,0,0,2.0,55.0
2025-09-23T21:40:14.937382,2.9,25.9,26.4,7443,1238,8.0,54.0
2025-09-23T21:40:16.075920,7.5,26.2,26.4,27007,7003,35.0,54.0
2025-09-23T21:40:17.220014,3.3,26.3,26.4,338,438,13.0,54.0
